ensemblid	gene.name	chromosome	start_peak	end_peak	gene.regulation
ENSG00000140795	MYLK3	16	46876653	46876951	NA
ENSG00000155330	C16orf87	16	46876653	46876951	NA
ENSG00000166123	GPT2	16	46876653	46876951	NA
ENSG00000069345	DNAJA2	16	46876653	46876951	NA
ENSG00000140798	ABCC12	16	48081720	48082174	NA
ENSG00000140798	ABCC12	16	48076500	48076845	NA
ENSG00000140798	ABCC12	16	48127087	48127474	NA
ENSG00000140798	ABCC12	16	48165231	48165763	NA
ENSG00000140798	ABCC12	16	48204499	48204843	NA
ENSG00000121270	ABCC11	16	48165231	48165763	NA
ENSG00000121270	ABCC11	16	48204499	48204843	NA
ENSG00000102910	LONP2	16	48165231	48165763	NA
ENSG00000102910	LONP2	16	48204499	48204843	NA
ENSG00000196470	SIAH1	16	48441930	48442167	NA
ENSG00000196470	SIAH1	16	48492891	48493242	NA
ENSG00000196470	SIAH1	16	48492183	48492530	NA
ENSG00000224578	HNRNPA1P48	16	51538983	51539495	NA
ENSG00000224578	HNRNPA1P48	16	51556812	51557344	NA
ENSG00000103494	RPGRIP1L	16	53768657	53768952	NA
ENSG00000140718	FTO	16	53768657	53768952	NA
ENSG00000159461	AMFR	16	56370832	56371133	NA
ENSG00000167005	NUDT21	16	56370832	56371133	NA
ENSG00000087263	OGFOD1	16	56370832	56371133	NA
ENSG00000125124	BBS2	16	56608182	56608537	NA
ENSG00000125124	BBS2	16	56606629	56607558	NA
ENSG00000102891	MT4	16	56608182	56608537	NA
ENSG00000102891	MT4	16	56606629	56607558	NA
ENSG00000087250	MT3	16	56608182	56608537	NA
ENSG00000087250	MT3	16	56606629	56607558	NA
ENSG00000169715	MT1E	16	56608182	56608537	NA
ENSG00000169715	MT1E	16	56606629	56607558	NA
ENSG00000205364	MT1M	16	56608182	56608537	NA
ENSG00000205364	MT1M	16	56606629	56607558	NA
ENSG00000205362	MT1A	16	56608182	56608537	NA
ENSG00000205362	MT1A	16	56606629	56607558	NA
ENSG00000169688	MT1B	16	56608182	56608537	NA
ENSG00000169688	MT1B	16	56606629	56607558	NA
ENSG00000198417	MT1F	16	56608182	56608537	NA
ENSG00000198417	MT1F	16	56606629	56607558	NA
ENSG00000125144	MT1G	16	56608182	56608537	NA
ENSG00000125144	MT1G	16	56606629	56607558	NA
ENSG00000205358	MT1H	16	56608182	56608537	NA
ENSG00000205358	MT1H	16	56606629	56607558	NA
ENSG00000187193	MT1X	16	56608182	56608537	NA
ENSG00000187193	MT1X	16	56606629	56607558	NA
ENSG00000102931	ARL2BP	16	57304284	57304500	NA
ENSG00000102934	PLLP	16	57304284	57304500	NA
ENSG00000102962	CCL22	16	57304284	57304500	NA
ENSG00000006210	CX3CL1	16	57304284	57304500	NA
ENSG00000006210	CX3CL1	16	57469986	57470286	NA
ENSG00000006210	CX3CL1	16	57471895	57472260	NA
ENSG00000102970	CCL17	16	57469986	57470286	NA
ENSG00000102970	CCL17	16	57471895	57472260	NA
ENSG00000005194	CIAPIN1	16	57469986	57470286	NA
ENSG00000005194	CIAPIN1	16	57471895	57472260	NA
ENSG00000088682	COQ9	16	57469986	57470286	NA
ENSG00000088682	COQ9	16	57471895	57472260	NA
ENSG00000102978	POLR2C	16	57469986	57470286	NA
ENSG00000102978	POLR2C	16	57471895	57472260	NA
ENSG00000125170	DOK4	16	57469986	57470286	NA
ENSG00000125170	DOK4	16	57471895	57472260	NA
ENSG00000135736	CCDC102A	16	57469986	57470286	NA
ENSG00000135736	CCDC102A	16	57471895	57472260	NA
ENSG00000135736	CCDC102A	16	57611265	57611479	NA
ENSG00000135736	CCDC102A	16	57622583	57622946	NA
ENSG00000159618	ADGRG5	16	57469986	57470286	NA
ENSG00000159618	ADGRG5	16	57471895	57472260	NA
ENSG00000159618	ADGRG5	16	57611265	57611479	NA
ENSG00000159618	ADGRG5	16	57622583	57622946	NA
ENSG00000205336	ADGRG1	16	57622583	57622946	NA
ENSG00000205336	ADGRG1	16	57671596	57671816	NA
ENSG00000182885	ADGRG3	16	57611265	57611479	NA
ENSG00000182885	ADGRG3	16	57622583	57622946	NA
ENSG00000182885	ADGRG3	16	57671596	57671816	NA
ENSG00000159625	DRC7	16	57611265	57611479	NA
ENSG00000159625	DRC7	16	57622583	57622946	NA
ENSG00000159625	DRC7	16	57671596	57671816	NA
ENSG00000140854	KATNB1	16	57808077	57808347	NA
ENSG00000140854	KATNB1	16	57671596	57671816	NA
ENSG00000140859	KIFC3	16	57808077	57808347	NA
ENSG00000140859	KIFC3	16	57893976	57894290	NA
ENSG00000070729	CNGB1	16	57893976	57894290	NA
ENSG00000159648	TEPP	16	57893976	57894290	NA
ENSG00000103034	NDRG4	16	58413305	58413520	NA
ENSG00000179776	CDH5	16	66408747	66409014	NA
ENSG00000166546	BEAN1	16	66408747	66409014	NA
ENSG00000166546	BEAN1	16	66502168	66502480	NA
ENSG00000166546	BEAN1	16	66516692	66517156	NA
ENSG00000166546	BEAN1	16	66503130	66503419	NA
ENSG00000166546	BEAN1	16	66508253	66508496	NA
ENSG00000260851	AC010542.3	16	66502168	66502480	NA
ENSG00000260851	AC010542.3	16	66503130	66503419	NA
ENSG00000260851	AC010542.3	16	66508253	66508496	NA
ENSG00000166548	TK2	16	66502168	66502480	NA
ENSG00000166548	TK2	16	66516692	66517156	NA
ENSG00000166548	TK2	16	66503130	66503419	NA
ENSG00000166548	TK2	16	66508253	66508496	NA
ENSG00000217555	CKLF	16	66502168	66502480	NA
ENSG00000217555	CKLF	16	66516692	66517156	NA
ENSG00000217555	CKLF	16	66503130	66503419	NA
ENSG00000217555	CKLF	16	66508253	66508496	NA
ENSG00000254788	CKLF-CMTM1	16	66502168	66502480	NA
ENSG00000254788	CKLF-CMTM1	16	66516692	66517156	NA
ENSG00000254788	CKLF-CMTM1	16	66503130	66503419	NA
ENSG00000254788	CKLF-CMTM1	16	66508253	66508496	NA
ENSG00000089505	CMTM1	16	66502168	66502480	NA
ENSG00000089505	CMTM1	16	66516692	66517156	NA
ENSG00000089505	CMTM1	16	66503130	66503419	NA
ENSG00000089505	CMTM1	16	66508253	66508496	NA
ENSG00000140932	CMTM2	16	66502168	66502480	NA
ENSG00000140932	CMTM2	16	66516692	66517156	NA
ENSG00000140932	CMTM2	16	66503130	66503419	NA
ENSG00000140932	CMTM2	16	66508253	66508496	NA
ENSG00000140931	CMTM3	16	66516692	66517156	NA
ENSG00000140931	CMTM3	16	66508253	66508496	NA
ENSG00000159593	NAE1	16	66919067	66919372	NA
ENSG00000168748	CA7	16	66919067	66919372	NA
ENSG00000172840	PDP2	16	66919067	66919372	NA
ENSG00000166589	CDH16	16	66996401	66996766	NA
ENSG00000166589	CDH16	16	66996964	66997385	NA
ENSG00000166592	RRAD	16	66919067	66919372	NA
ENSG00000166592	RRAD	16	66996401	66996766	NA
ENSG00000166592	RRAD	16	66996964	66997385	NA
ENSG00000166595	CIAO2B	16	66919067	66919372	NA
ENSG00000166595	CIAO2B	16	66996401	66996766	NA
ENSG00000166595	CIAO2B	16	66996964	66997385	NA
ENSG00000172831	CES2	16	66919067	66919372	NA
ENSG00000172831	CES2	16	66996401	66996766	NA
ENSG00000172831	CES2	16	66996964	66997385	NA
ENSG00000172828	CES3	16	66919067	66919372	NA
ENSG00000172828	CES3	16	66996401	66996766	NA
ENSG00000172828	CES3	16	66996964	66997385	NA
ENSG00000172824	CES4A	16	66919067	66919372	NA
ENSG00000172824	CES4A	16	66996401	66996766	NA
ENSG00000172824	CES4A	16	66996964	66997385	NA
ENSG00000067955	CBFB	16	66996401	66996766	NA
ENSG00000067955	CBFB	16	66996964	66997385	NA
ENSG00000062038	CDH3	16	68715484	68715754	NA
ENSG00000039068	CDH1	16	68715484	68715754	NA
ENSG00000103044	HAS3	16	69058041	69058437	NA
ENSG00000103044	HAS3	16	69064107	69064545	NA
ENSG00000168802	CHTF8	16	69058041	69058437	NA
ENSG00000168802	CHTF8	16	69064107	69064545	NA
ENSG00000141076	UTP4	16	69058041	69058437	NA
ENSG00000141076	UTP4	16	69058041	69058437	NA
ENSG00000141076	UTP4	16	69064107	69064545	NA
ENSG00000141076	UTP4	16	69064107	69064545	NA
ENSG00000260914	AC026464.4	16	69396632	69396926	NA
ENSG00000132612	VPS4A	16	69396632	69396926	NA
ENSG00000213380	COG8	16	69396632	69396926	NA
ENSG00000213380	COG8	16	69417866	69418083	NA
ENSG00000258429	PDF	16	69396632	69396926	NA
ENSG00000258429	PDF	16	69417866	69418083	NA
ENSG00000272617	AC026464.6	16	69396632	69396926	NA
ENSG00000272617	AC026464.6	16	69417866	69418083	NA
ENSG00000260371	AC026464.3	16	69396632	69396926	NA
ENSG00000260371	AC026464.3	16	69417866	69418083	NA
ENSG00000259900	AC026464.1	16	69396632	69396926	NA
ENSG00000259900	AC026464.1	16	69417866	69418083	NA
ENSG00000132603	NIP7	16	69396632	69396926	NA
ENSG00000132603	NIP7	16	69417866	69418083	NA
ENSG00000157315	TMED6	16	69396632	69396926	NA
ENSG00000157315	TMED6	16	69417866	69418083	NA
ENSG00000132604	TERF2	16	69396632	69396926	NA
ENSG00000132604	TERF2	16	69417866	69418083	NA
ENSG00000103018	CYB5B	16	69396632	69396926	NA
ENSG00000103018	CYB5B	16	69417866	69418083	NA
ENSG00000157322	CLEC18A	16	69910221	69910441	NA
ENSG00000223496	EXOSC6	16	70331968	70332392	NA
ENSG00000157349	DDX19B	16	70331968	70332392	NA
ENSG00000260537	AC012184.2	16	70331968	70332392	NA
ENSG00000168872	DDX19A	16	70331968	70332392	NA
ENSG00000132613	MTSS2	16	70694074	70694382	NA
ENSG00000261611	AC010547.4	16	71585344	71585583	NA
ENSG00000157429	ZNF19	16	71585344	71585583	NA
ENSG00000157429	ZNF19	16	71594012	71594269	NA
ENSG00000140835	CHST4	16	71585344	71585583	NA
ENSG00000140835	CHST4	16	71594012	71594269	NA
ENSG00000198650	TAT	16	71585344	71585583	NA
ENSG00000198650	TAT	16	71594012	71594269	NA
ENSG00000140832	MARVELD3	16	71585344	71585583	NA
ENSG00000140832	MARVELD3	16	71594012	71594269	NA
ENSG00000168411	RFWD3	16	74740964	74741225	NA
ENSG00000168404	MLKL	16	74740964	74741225	NA
ENSG00000168404	MLKL	16	74793589	74793965	NA
ENSG00000103089	FA2H	16	74740964	74741225	NA
ENSG00000103089	FA2H	16	74793589	74793965	NA
ENSG00000168928	CTRB2	16	75306338	75306717	NA
ENSG00000168928	CTRB2	16	75306338	75306717	NA
ENSG00000168928	CTRB2	16	75305439	75306015	NA
ENSG00000168928	CTRB2	16	75305439	75306015	NA
ENSG00000168925	CTRB1	16	75306338	75306717	NA
ENSG00000168925	CTRB1	16	75306338	75306717	NA
ENSG00000168925	CTRB1	16	75305439	75306015	NA
ENSG00000168925	CTRB1	16	75305439	75306015	NA
ENSG00000050820	BCAR1	16	75306338	75306717	NA
ENSG00000050820	BCAR1	16	75306338	75306717	NA
ENSG00000050820	BCAR1	16	75305439	75306015	NA
ENSG00000050820	BCAR1	16	75305439	75306015	NA
ENSG00000140873	ADAMTS18	16	77359117	77359520	NA
ENSG00000140873	ADAMTS18	16	77414694	77415194	NA
ENSG00000166455	C16orf46	16	81141340	81141592	NA
ENSG00000260643	AC092718.3	16	81141340	81141592	NA
ENSG00000140905	GCSH	16	81141340	81141592	NA
ENSG00000135697	BCO1	16	81141340	81141592	NA
ENSG00000261609	GAN	16	81405637	81406006	NA
ENSG00000153815	CMIP	16	81405637	81406006	NA
ENSG00000153815	CMIP	16	81432112	81432318	NA
ENSG00000153815	CMIP	16	81438120	81438351	NA
ENSG00000197943	PLCG2	16	81711690	81712385	NA
ENSG00000153786	ZDHHC7	16	84994748	84995143	NA
ENSG00000153786	ZDHHC7	16	84995785	84996110	NA
ENSG00000153786	ZDHHC7	16	85055359	85055592	NA
ENSG00000135709	KIAA0513	16	84994748	84995143	NA
ENSG00000135709	KIAA0513	16	84995785	84996110	NA
ENSG00000135709	KIAA0513	16	85055359	85055592	NA
ENSG00000131148	EMC8	16	85888902	85889228	NA
ENSG00000131143	COX4I1	16	85888902	85889228	NA
ENSG00000140968	IRF8	16	85888902	85889228	NA
ENSG00000140968	IRF8	16	85940184	85940528	NA
ENSG00000176692	FOXC2	16	86664332	86664864	NA
ENSG00000176678	FOXL1	16	86664332	86664864	NA
ENSG00000104731	KLHDC4	16	87779277	87779481	NA
ENSG00000104731	KLHDC4	16	87789934	87790282	NA
ENSG00000104731	KLHDC4	16	87789678	87789869	NA
ENSG00000104731	KLHDC4	16	87854082	87854517	NA
ENSG00000103257	SLC7A5	16	87779277	87779481	NA
ENSG00000103257	SLC7A5	16	87789934	87790282	NA
ENSG00000103257	SLC7A5	16	87789678	87789869	NA
ENSG00000103257	SLC7A5	16	87854082	87854517	NA
ENSG00000174990	CA5A	16	87854082	87854517	NA
ENSG00000174990	CA5A	16	87870574	87870861	NA
ENSG00000172530	BANP	16	87854082	87854517	NA
ENSG00000172530	BANP	16	87870574	87870861	NA
ENSG00000259803	SLC22A31	16	89301588	89301885	NA
ENSG00000259803	SLC22A31	16	89300584	89300842	NA
ENSG00000170100	ZNF778	16	89301588	89301885	NA
ENSG00000170100	ZNF778	16	89300584	89300842	NA
ENSG00000167522	ANKRD11	16	89505470	89505707	NA
ENSG00000167522	ANKRD11	16	89581078	89581503	NA
ENSG00000197912	SPG7	16	89505470	89505707	NA
ENSG00000197912	SPG7	16	89581078	89581503	NA
ENSG00000167526	RPL13	16	89505470	89505707	NA
ENSG00000167526	RPL13	16	89581078	89581503	NA
ENSG00000178773	CPNE7	16	89505470	89505707	NA
ENSG00000178773	CPNE7	16	89581078	89581503	NA
ENSG00000015413	DPEP1	16	89581078	89581503	NA
ENSG00000131165	CHMP1A	16	89581078	89581503	NA
ENSG00000167523	SPATA33	16	89581078	89581503	NA
ENSG00000185324	CDK10	16	89581078	89581503	NA
ENSG00000181031	RPH3AL	17	348547	349063	NA
ENSG00000181031	RPH3AL	17	348547	349063	NA
ENSG00000181031	RPH3AL	17	348547	349063	NA
ENSG00000181031	RPH3AL	17	350763	351164	NA
ENSG00000181031	RPH3AL	17	350763	351164	NA
ENSG00000181031	RPH3AL	17	350763	351164	NA
ENSG00000181031	RPH3AL	17	352639	353415	NA
ENSG00000181031	RPH3AL	17	352639	353415	NA
ENSG00000181031	RPH3AL	17	352639	353415	NA
ENSG00000187624	C17orf97	17	348547	349063	NA
ENSG00000187624	C17orf97	17	348547	349063	NA
ENSG00000187624	C17orf97	17	350763	351164	NA
ENSG00000187624	C17orf97	17	350763	351164	NA
ENSG00000187624	C17orf97	17	352639	353415	NA
ENSG00000187624	C17orf97	17	352639	353415	NA
ENSG00000183688	RFLNB	17	348547	349063	NA
ENSG00000183688	RFLNB	17	348547	349063	NA
ENSG00000183688	RFLNB	17	350763	351164	NA
ENSG00000183688	RFLNB	17	350763	351164	NA
ENSG00000183688	RFLNB	17	352639	353415	NA
ENSG00000183688	RFLNB	17	352639	353415	NA
ENSG00000167693	NXN	17	933535	933777	NA
ENSG00000167693	NXN	17	933535	933777	NA
ENSG00000167693	NXN	17	933535	933777	NA
ENSG00000177370	TIMM22	17	933535	933777	NA
ENSG00000177370	TIMM22	17	933535	933777	NA
ENSG00000177370	TIMM22	17	933535	933777	NA
ENSG00000108953	YWHAE	17	1422910	1423186	NA
ENSG00000108953	YWHAE	17	1422910	1423186	NA
ENSG00000167193	CRK	17	1422910	1423186	NA
ENSG00000197879	MYO1C	17	1422910	1423186	NA
ENSG00000197879	MYO1C	17	1590474	1590692	NA
ENSG00000132376	INPP5K	17	1422910	1423186	NA
ENSG00000132376	INPP5K	17	1590474	1590692	NA
ENSG00000174238	PITPNA	17	1590474	1590692	NA
ENSG00000167703	SLC43A2	17	1590474	1590692	NA
ENSG00000167703	SLC43A2	17	1590474	1590692	NA
ENSG00000074660	SCARF1	17	1590474	1590692	NA
ENSG00000074660	SCARF1	17	1590474	1590692	NA
ENSG00000167705	RILP	17	1590474	1590692	NA
ENSG00000167705	RILP	17	1590474	1590692	NA
ENSG00000174231	PRPF8	17	1590474	1590692	NA
ENSG00000174231	PRPF8	17	1590474	1590692	NA
ENSG00000185924	RTN4RL1	17	1981604	1981916	NA
ENSG00000108963	DPH1	17	1981604	1981916	NA
ENSG00000262664	OVCA2	17	1981604	1981916	NA
ENSG00000177374	HIC1	17	1981604	1981916	NA
ENSG00000083457	ITGAE	17	3890638	3890898	NA
ENSG00000074356	NCBP3	17	3890638	3890898	NA
ENSG00000004660	CAMKK1	17	3890638	3890898	NA
ENSG00000108405	P2RX1	17	3890638	3890898	NA
ENSG00000074370	ATP2A3	17	3890638	3890898	NA
ENSG00000074755	ZZEF1	17	4161267	4161565	NA
ENSG00000167740	CYB5D2	17	4161267	4161565	NA
ENSG00000161905	ALOX15	17	4719872	4720168	NA
ENSG00000141456	PELP1	17	4719872	4720168	NA
ENSG00000141480	ARRB2	17	4719872	4720168	NA
ENSG00000161920	MED11	17	4719872	4720168	NA
ENSG00000161921	CXCL16	17	4719872	4720168	NA
ENSG00000141497	ZMYND15	17	4719872	4720168	NA
ENSG00000142484	TM4SF5	17	4719872	4720168	NA
ENSG00000182853	VMO1	17	4719872	4720168	NA
ENSG00000182327	GLTPD2	17	4719872	4720168	NA
ENSG00000142507	PSMB6	17	4719872	4720168	NA
ENSG00000262165	AC233723.1	17	4719872	4720168	NA
ENSG00000129219	PLD2	17	4719872	4720168	NA
ENSG00000179314	WSCD1	17	6003229	6003553	NA
ENSG00000091622	PITPNM3	17	6548647	6548856	NA
ENSG00000091622	PITPNM3	17	6591438	6591892	NA
ENSG00000091622	PITPNM3	17	6592263	6592538	NA
ENSG00000198920	KIAA0753	17	6548647	6548856	NA
ENSG00000198920	KIAA0753	17	6591438	6591892	NA
ENSG00000198920	KIAA0753	17	6592263	6592538	NA
ENSG00000129235	TXNDC17	17	6548647	6548856	NA
ENSG00000129235	TXNDC17	17	6591438	6591892	NA
ENSG00000129235	TXNDC17	17	6592263	6592538	NA
ENSG00000108590	MED31	17	6591438	6591892	NA
ENSG00000108590	MED31	17	6592263	6592538	NA
ENSG00000256806	C17orf100	17	6591438	6591892	NA
ENSG00000256806	C17orf100	17	6592263	6592538	NA
ENSG00000177294	FBXO39	17	6868626	6868836	NA
ENSG00000167858	TEKT1	17	6868626	6868836	NA
ENSG00000141505	ASGR1	17	7228234	7228516	NA
ENSG00000141505	ASGR1	17	7264495	7264830	NA
ENSG00000132535	DLG4	17	7228234	7228516	NA
ENSG00000132535	DLG4	17	7264495	7264830	NA
ENSG00000072778	ACADVL	17	7228234	7228516	NA
ENSG00000072778	ACADVL	17	7264495	7264830	NA
ENSG00000004975	DVL2	17	7228234	7228516	NA
ENSG00000004975	DVL2	17	7264495	7264830	NA
ENSG00000040633	PHF23	17	7228234	7228516	NA
ENSG00000040633	PHF23	17	7264495	7264830	NA
ENSG00000170296	GABARAP	17	7228234	7228516	NA
ENSG00000170296	GABARAP	17	7264495	7264830	NA
ENSG00000262526	AC120057.2	17	7228234	7228516	NA
ENSG00000262526	AC120057.2	17	7264495	7264830	NA
ENSG00000175826	CTDNEP1	17	7228234	7228516	NA
ENSG00000175826	CTDNEP1	17	7264495	7264830	NA
ENSG00000262302	AC003688.1	17	7228234	7228516	NA
ENSG00000262302	AC003688.1	17	7264495	7264830	NA
ENSG00000170291	ELP5	17	7228234	7228516	NA
ENSG00000170291	ELP5	17	7264495	7264830	NA
ENSG00000181885	CLDN7	17	7228234	7228516	NA
ENSG00000181856	SLC2A4	17	7228234	7228516	NA
ENSG00000181856	SLC2A4	17	7264495	7264830	NA
ENSG00000006047	YBX2	17	7228234	7228516	NA
ENSG00000006047	YBX2	17	7264495	7264830	NA
ENSG00000132507	EIF5A	17	7228234	7228516	NA
ENSG00000132507	EIF5A	17	7264495	7264830	NA
ENSG00000132522	GPS2	17	7228234	7228516	NA
ENSG00000132522	GPS2	17	7264495	7264830	NA
ENSG00000261915	AC026954.2	17	7228234	7228516	NA
ENSG00000261915	AC026954.2	17	7264495	7264830	NA
ENSG00000215041	NEURL4	17	7264495	7264830	NA
ENSG00000072818	ACAP1	17	7264495	7264830	NA
ENSG00000213859	KCTD11	17	7264495	7264830	NA
ENSG00000182896	TMEM95	17	7264495	7264830	NA
ENSG00000183011	NAA38	17	7959608	7959849	NA
ENSG00000170004	CHD3	17	7959608	7959849	NA
ENSG00000179859	RNF227	17	7959608	7959849	NA
ENSG00000170049	KCNAB3	17	7959608	7959849	NA
ENSG00000262730	AC104581.2	17	7959608	7959849	NA
ENSG00000170043	TRAPPC1	17	7959608	7959849	NA
ENSG00000170037	CNTROB	17	7959608	7959849	NA
ENSG00000132518	GUCY2D	17	7959608	7959849	NA
ENSG00000132518	GUCY2D	17	8041212	8041551	NA
ENSG00000179593	ALOX15B	17	7959608	7959849	NA
ENSG00000179593	ALOX15B	17	8041212	8041551	NA
ENSG00000263427	AC129492.3	17	7959608	7959849	NA
ENSG00000263427	AC129492.3	17	8041212	8041551	NA
ENSG00000263427	AC129492.3	17	8154256	8154744	NA
ENSG00000263427	AC129492.3	17	8151747	8152066	NA
ENSG00000179477	ALOX12B	17	8041212	8041551	NA
ENSG00000179477	ALOX12B	17	8154256	8154744	NA
ENSG00000179477	ALOX12B	17	8151747	8152066	NA
ENSG00000179148	ALOXE3	17	8041212	8041551	NA
ENSG00000179148	ALOXE3	17	8154256	8154744	NA
ENSG00000179148	ALOXE3	17	8151747	8152066	NA
ENSG00000179111	HES7	17	8041212	8041551	NA
ENSG00000179111	HES7	17	8154256	8154744	NA
ENSG00000179111	HES7	17	8151747	8152066	NA
ENSG00000220205	VAMP2	17	8154256	8154744	NA
ENSG00000220205	VAMP2	17	8151747	8152066	NA
ENSG00000179029	TMEM107	17	8154256	8154744	NA
ENSG00000179029	TMEM107	17	8151747	8152066	NA
ENSG00000196544	BORCS6	17	8154256	8154744	NA
ENSG00000196544	BORCS6	17	8151747	8152066	NA
ENSG00000178999	AURKB	17	8154256	8154744	NA
ENSG00000178999	AURKB	17	8151747	8152066	NA
ENSG00000178971	CTC1	17	8154256	8154744	NA
ENSG00000178971	CTC1	17	8151747	8152066	NA
ENSG00000178921	PFAS	17	8154256	8154744	NA
ENSG00000178921	PFAS	17	8151747	8152066	NA
ENSG00000133026	MYH10	17	8647365	8647576	NA
ENSG00000161973	CCDC42	17	8647365	8647576	NA
ENSG00000141506	PIK3R5	17	9060954	9061229	NA
ENSG00000065320	NTN1	17	9060954	9061229	NA
ENSG00000154914	USP43	17	9685088	9685215	NA
ENSG00000184544	DHRS7C	17	9837765	9838168	NA
ENSG00000184544	DHRS7C	17	9842229	9842638	NA
ENSG00000184544	DHRS7C	17	9836015	9836299	NA
ENSG00000214978	GSG1L2	17	9837765	9838168	NA
ENSG00000214978	GSG1L2	17	9842229	9842638	NA
ENSG00000214978	GSG1L2	17	9836015	9836299	NA
ENSG00000065325	GLP2R	17	9837765	9838168	NA
ENSG00000065325	GLP2R	17	9842229	9842638	NA
ENSG00000065325	GLP2R	17	9836015	9836299	NA
ENSG00000109047	RCVRN	17	9837765	9838168	NA
ENSG00000109047	RCVRN	17	9842229	9842638	NA
ENSG00000109047	RCVRN	17	9836015	9836299	NA
ENSG00000153976	HS3ST3A1	17	13544298	13544476	NA
ENSG00000233193	AC005324.2	17	15850779	15850968	NA
ENSG00000170425	ADORA2B	17	15850779	15850968	NA
ENSG00000170425	ADORA2B	17	15920871	15921024	NA
ENSG00000214941	ZSWIM7	17	15920871	15921024	NA
ENSG00000011295	TTC19	17	15920871	15921024	NA
ENSG00000141027	NCOR1	17	16206607	16207018	NA
ENSG00000108474	PIGL	17	16206607	16207018	NA
ENSG00000240505	TNFRSF13B	17	17021259	17021542	NA
ENSG00000133030	MPRIP	17	17021259	17021542	NA
ENSG00000141026	MED9	17	17491812	17492053	NA
ENSG00000108551	RASD1	17	17491812	17492053	NA
ENSG00000133027	PEMT	17	17491812	17492053	NA
ENSG00000108557	RAI1	17	17774208	17774443	NA
ENSG00000072310	SREBF1	17	17774208	17774443	NA
ENSG00000180638	SLC47A2	17	19748392	19748674	NA
ENSG00000180638	SLC47A2	17	19753187	19753407	NA
ENSG00000108602	ALDH3A1	17	19753187	19753407	NA
ENSG00000083290	ULK2	17	19937512	19937928	NA
ENSG00000108599	AKAP10	17	19937512	19937928	NA
ENSG00000108599	AKAP10	17	20059800	20060151	NA
ENSG00000108599	AKAP10	17	20064119	20064479	NA
ENSG00000128487	SPECC1	17	19937512	19937928	NA
ENSG00000128487	SPECC1	17	20059800	20060151	NA
ENSG00000128487	SPECC1	17	20064119	20064479	NA
ENSG00000128487	SPECC1	17	20095683	20095862	NA
ENSG00000128487	SPECC1	17	20103996	20104270	NA
ENSG00000178307	TMEM11	17	21263444	21263676	NA
ENSG00000274180	NATD1	17	21263444	21263676	NA
ENSG00000034152	MAP2K3	17	21263444	21263676	NA
ENSG00000109046	WSB1	17	27226728	27227052	NA
ENSG00000109046	WSB1	17	27247489	27248029	NA
ENSG00000109046	WSB1	17	27256329	27256581	NA
ENSG00000141068	KSR1	17	27540378	27540689	NA
ENSG00000141068	KSR1	17	27534035	27534330	NA
ENSG00000266728	AC015688.4	17	27540378	27540689	NA
ENSG00000266728	AC015688.4	17	27534035	27534330	NA
ENSG00000168961	LGALS9	17	27540378	27540689	NA
ENSG00000168961	LGALS9	17	27534035	27534330	NA
ENSG00000004142	POLDIP2	17	28436657	28436910	NA
ENSG00000244045	TMEM199	17	28436657	28436910	NA
ENSG00000274529	SEBOX	17	28436657	28436910	NA
ENSG00000273171	AC002094.3	17	28436657	28436910	NA
ENSG00000004139	SARM1	17	28436657	28436910	NA
ENSG00000109072	VTN	17	28436657	28436910	NA
ENSG00000076351	SLC46A1	17	28436657	28436910	NA
ENSG00000007216	SLC13A2	17	28436657	28436910	NA
ENSG00000109101	FOXN1	17	28436657	28436910	NA
ENSG00000167525	PROCA1	17	28808845	28809231	NA
ENSG00000109113	RAB34	17	28808845	28809231	NA
ENSG00000198242	RPL23A	17	28808845	28809231	NA
ENSG00000160606	TLCD1	17	28808845	28809231	NA
ENSG00000076604	TRAF4	17	28808845	28809231	NA
ENSG00000173065	FAM222B	17	28808845	28809231	NA
ENSG00000132591	ERAL1	17	28808845	28809231	NA
ENSG00000132589	FLOT2	17	28808845	28809231	NA
ENSG00000167536	DHRS13	17	28808845	28809231	NA
ENSG00000108578	BLMH	17	30344768	30345222	NA
ENSG00000108578	BLMH	17	30363911	30364210	NA
ENSG00000182271	TMIGD1	17	30344768	30345222	NA
ENSG00000182271	TMIGD1	17	30363911	30364210	NA
ENSG00000108582	CPD	17	30344768	30345222	NA
ENSG00000108582	CPD	17	30363911	30364210	NA
ENSG00000108671	PSMD11	17	32496743	32496957	NA
ENSG00000176749	CDK5R1	17	32496743	32496957	NA
ENSG00000132141	CCT6B	17	35022673	35023062	NA
ENSG00000132141	CCT6B	17	35063655	35063878	NA
ENSG00000198783	ZNF830	17	35022673	35023062	NA
ENSG00000005156	LIG3	17	35022673	35023062	NA
ENSG00000005156	LIG3	17	35063655	35063878	NA
ENSG00000092871	RFFL	17	35022673	35023062	NA
ENSG00000092871	RFFL	17	35063655	35063878	NA
ENSG00000267618	AC004223.3	17	35022673	35023062	NA
ENSG00000267618	AC004223.3	17	35063655	35063878	NA
ENSG00000185379	RAD51D	17	35022673	35023062	NA
ENSG00000185379	RAD51D	17	35063655	35063878	NA
ENSG00000073598	FNDC8	17	35022673	35023062	NA
ENSG00000073598	FNDC8	17	35063655	35063878	NA
ENSG00000073536	NLE1	17	35063655	35063878	NA
ENSG00000141161	UNC45B	17	35063655	35063878	NA
ENSG00000270647	TAF15	17	35717174	35717395	NA
