ensemblid	gene.name	chromosome	start	end	gene.regulation
ENSG00000173262	SLC2A14	12	7791148	7991149	up-regulated
ENSG00000082641	NFE2L1	17	47948329	48148330	up-regulated
ENSG00000154556	SORBS2	4	185856652	186056653	up-regulated
ENSG00000153066	TXNDC11	16	11642878	11842879	up-regulated
ENSG00000001617	SEMA3F	3	50055045	50255046	up-regulated
ENSG00000123983	ACSL3	2	222760942	222960943	up-regulated
ENSG00000051341	POLQ	3	121446641	121646642	down-regulated
ENSG00000149131	SERPING1	11	57497387	57697388	down-regulated
ENSG00000141655	TNFRSF11A	18	62225287	62425288	down-regulated
ENSG00000165406	MARCH8	10	45494906	45694907	up-regulated
ENSG00000138376	BARD1	2	214709683	214909684	down-regulated
ENSG00000176890	TYMS	18	557653	757654	down-regulated
ENSG00000183814	LIN9	1	226209869	226409870	down-regulated
ENSG00000096968	JAK2	9	4884390	5084391	up-regulated
ENSG00000152193	RNF219	13	78559155	78759156	down-regulated
ENSG00000178445	GLDC	9	6545783	6745784	up-regulated
ENSG00000088766	CRLS1	20	5906090	6106091	up-regulated
ENSG00000180044	C3orf80	3	160125496	160325497	down-regulated
ENSG00000103429	BFAR	16	14532931	14732932	up-regulated
ENSG00000265962	GACAT2	18	8607621	8807622	down-regulated
ENSG00000111412	C12orf49	12	116638070	116838071	up-regulated
ENSG00000159251	ACTC1	15	34695726	34895727	down-regulated
ENSG00000150347	ARID5B	10	61801684	62001685	up-regulated
ENSG00000018236	CNTN1	12	40592439	40792440	down-regulated
ENSG00000120158	RCL1	9	4692944	4892945	up-regulated
ENSG00000130508	PXDN	2	1644852	1844853	up-regulated
ENSG00000118898	PPL	16	4860741	5060742	up-regulated
ENSG00000157303	SUSD3	9	92958688	93158689	up-regulated
ENSG00000164684	ZNF704	8	80774781	80974782	down-regulated
ENSG00000173894	CBX2	17	79678148	79878149	down-regulated
ENSG00000105854	PON2	7	95335329	95535330	up-regulated
ENSG00000142188	TMEM50B	21	33379974	33579975	up-regulated
ENSG00000116791	CRYZ	1	74633408	74833409	up-regulated
ENSG00000178295	GEN1	2	17653858	17853859	down-regulated
ENSG00000128510	CPA4	7	130193134	130393135	down-regulated
ENSG00000108960	MMD	17	55321924	55521925	up-regulated
